
Nucleus Ellipsoid Axis C
 ==================== 
Nucleus Ellipsoid Axis C X,Nucleus Ellipsoid Axis C Y,Nucleus Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
0.667105,-0.597632,0.444755,um,Nucleus,Nucleus Ellipsoid Axis C,1,ATM,0,100000000,
-0.12301,-0.0347913,-0.991795,um,Nucleus,Nucleus Ellipsoid Axis C,1,ATM,1,100000001,
-0.0584102,-0.248586,0.966847,um,Nucleus,Nucleus Ellipsoid Axis C,1,TVC,2,100000002,
0.189561,0.421646,0.886725,um,Nucleus,Nucleus Ellipsoid Axis C,1,TVC,3,100000003,
0.0656168,-0.109657,0.991801,um,Nucleus,Nucleus Ellipsoid Axis C,1,TVC,4,100000004,
0.349126,0.101457,0.931567,um,Nucleus,Nucleus Ellipsoid Axis C,1,TVC,5,100000005,
