
Nucleus BoundingBoxOO Length
 ==================== 
Nucleus BoundingBoxOO Length A,Nucleus BoundingBoxOO Length B,Nucleus BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,CellID,ID,
7.01397,12.5228,17.3238,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,9,100000008,
7.35474,9.37615,14.2732,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,10,100000009,
4.87525,4.95109,9.37108,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,1,100000000,
7.15957,7.80115,8.87036,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,2,100000001,
5.16341,6.12512,9.9779,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,3,100000002,
7.5789,8.61006,10.2505,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,4,100000003,
