
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
43654.5,61180.6,91.2889,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
43713.4,61247.5,82.9928,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
