
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
8.26513,um,Cell,1,ATM,0,
8.60736,um,Cell,1,TVC,1,
8.19015,um,Cell,1,TVC,2,
6.18749,um,Cell,1,TVC,3,
6.54611,um,Cell,1,TVC,4,
9.33589,um,Cell,1,TVC,6,
5.73389,um,Cell,1,TVC,7,
