
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.0698591,,Cell,1,ATM,4,
0.0981606,,Cell,1,ATM,5,
0.297253,,Cell,1,TVC,10,
0.386332,,Cell,1,TVC,11,
0.436182,,Cell,1,TVC,12,
0.507428,,Cell,1,TVC,13,
