
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
7.50417,um,Surface,1,ATMgroup,0,
8.33618,um,Surface,1,TVCgroup,2,
