
Nucleus Relative To Cell Distance from Origin
 ==================== 
Nucleus Relative To Cell Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
4.37091,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,0,100000000,
8.03712,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,1,100000001,
3.38197,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,2,100000002,
2.71634,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,3,100000003,
1.69122,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,4,100000004,
0.430361,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,5,100000005,
1.91205,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,6,100000006,
