
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
0.165467,-0.1375,-0.976583,um,Surface,Ellipsoid Axis B,1,ATMgroup,1,
-0.12535,-0.991786,0.0254651,um,Surface,Ellipsoid Axis B,1,TVC,0,
