
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
16.6816,22.5977,107.922,um,Surface,BoundingBoxOO Length,1,ATMgroup,4,
15.0625,26.457,35.9546,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
