
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
45.7188,100.805,17.3802,um,Surface,BoundingBoxAA Length,1,ATMgroup,4,
30.9492,25.2734,27.554,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
