
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.414099,,Cell,1,TVC,4,
0.465701,,Cell,1,TVC,5,
0.38732,,Cell,1,TVC,6,
0.517479,,Cell,1,TVC,9,
0.572056,,Cell,1,ATM,10,
0.704816,,Cell,1,ATM,11,
