
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
45238.2,87282.5,-56.8897,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,0,
45185.2,87250,-38.4905,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,2,
