
Cell Cytoplasm Volume
 ==================== 
Cell Cytoplasm Volume,Unit,Category,Time,Default Labels,ID,
1683.36,um^3,Cell,1,TVC,0,
1336.78,um^3,Cell,1,TVC,1,
978.351,um^3,Cell,1,TVC,2,
817.881,um^3,Cell,1,TVC,3,
8824.08,um^3,Cell,1,ATM,6,
7974.4,um^3,Cell,1,ATM,7,
