
Cell Center of Image Mass Ch=2 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
37657.4,56538.7,90.8018,um,Cell,2,Cell Center of Image Mass,Image 1,1,ATM,6,
37658.6,56583.1,92.2857,um,Cell,2,Cell Center of Image Mass,Image 1,1,ATM,7,
37594.6,56518.5,65.4386,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,0,
37609.2,56519.4,68.5647,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,1,
37599.5,56519,74.376,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,2,
37590.1,56517.7,74.9611,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,3,
