
Cell Distance to Image Border XYZ Img=1
 ==================== 
Cell Distance to Image Border XYZ,Unit,Category,Image,Time,Default Labels,ID,
18.7422,um,Cell,Image 1,1,ATM,5,
7.66797,um,Cell,Image 1,1,ATM,6,
12.7173,um,Cell,Image 1,1,TVC,9,
7.63037,um,Cell,Image 1,1,TVC,10,
5.51082,um,Cell,Image 1,1,TVC,11,
5.51082,um,Cell,Image 1,1,TVC,12,
