
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
12.0233,um,Cell,1,ATM,5,
7.28851,um,Cell,1,ATM,6,
6.05658,um,Cell,1,TVC,9,
7.92008,um,Cell,1,TVC,10,
9.19433,um,Cell,1,TVC,11,
7.58316,um,Cell,1,TVC,12,
