
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
15.0156,18.9707,65.7812,um,Surface,BoundingBoxOO Length,1,ATMgroup,4,
21.8281,30.0234,65.5645,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
