
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
22.537,um,Surface,1,TVCgroup,0,
38.4723,um,Surface,1,ATMgroup,4,
