
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
5697.6,um^2,Cell,1,ATM,0,
5057.96,um^2,Cell,1,ATM,1,
1898.64,um^2,Cell,1,TVC,2,
2771.96,um^2,Cell,1,TVC,3,
