
Cell Center of Image Mass Ch=1 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
39062.5,65574.1,15.0716,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,7,
39054,65554.3,19.0258,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,10,
39120.8,65627.7,9.19993,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,5,
39115.2,65621.4,10.3009,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,6,
39125.7,65631.2,16.6583,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,9,
39120.5,65625,21.7264,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,11,
