
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.85923,-0.509277,-0.0485874,um,Surface,Ellipsoid Axis C,1,ATM,4,
-0.883408,-0.453964,-0.116217,um,Surface,Ellipsoid Axis C,1,TVCgroup,0,
