
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
46330.8,50612.5,18.8516,um,Cell,Cell Center of Homogeneous Mass,1,ATM,4,
46355.7,50586.4,17.4039,um,Cell,Cell Center of Homogeneous Mass,1,ATM,5,
46302.4,50625,-11.7375,um,Cell,Cell Center of Homogeneous Mass,1,TVC,0,
46292.8,50631.2,-12.906,um,Cell,Cell Center of Homogeneous Mass,1,TVC,1,
46299.4,50642.6,-11.7521,um,Cell,Cell Center of Homogeneous Mass,1,TVC,2,
46310.9,50635,-10.5912,um,Cell,Cell Center of Homogeneous Mass,1,TVC,3,
