
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
9.36911,um,Surface,1,ATMgroup,0,
13.5774,um,Surface,1,TVCgroup,2,
