
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
6.80451,um,Surface,1,TVCgroup,0,
7.05732,um,Surface,1,ATMgroup,3,
