
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
3444.4,um^3,Cell,1,TVC,1,
572.8,um^3,Cell,1,TVC,5,
2526.46,um^3,Cell,1,TVC,6,
5119.87,um^3,Cell,1,ATM,9,
3947.27,um^3,Cell,1,ATM,10,
