
Cell Ellipsoid Axis B
 ==================== 
Cell Ellipsoid Axis B X,Cell Ellipsoid Axis B Y,Cell Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.134356,0.386202,0.912577,um,Cell,Cell Ellipsoid Axis B,1,ATM,0,
-0.229556,0.776113,0.587327,um,Cell,Cell Ellipsoid Axis B,1,ATM,1,
0.210574,0.384704,-0.8987,um,Cell,Cell Ellipsoid Axis B,1,TVC,2,
-0.371334,-0.402848,0.836555,um,Cell,Cell Ellipsoid Axis B,1,TVC,3,
-0.235634,-0.613706,-0.753553,um,Cell,Cell Ellipsoid Axis B,1,TVC,4,
0.464443,0.884242,-0.049081,um,Cell,Cell Ellipsoid Axis B,1,TVC,5,
