
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.513658,,Cell,1,ATM,0,
0.487594,,Cell,1,ATM,1,
0.513072,,Cell,1,TVC,2,
0.531815,,Cell,1,TVC,3,
0.515239,,Cell,1,TVC,4,
0.429841,,Cell,1,TVC,5,
