
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
2822.62,um^3,Cell,1,TVC,0,
1364.22,um^3,Cell,1,TVC,1,
3963.84,um^3,Cell,1,TVC,2,
1641.71,um^3,Cell,1,TVC,3,
6647.66,um^3,Cell,1,ATM,4,
5106.91,um^3,Cell,1,ATM,5,
