
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
1907.14,um^2,Cell,1,TVC,0,
1254.21,um^2,Cell,1,TVC,1,
2188.74,um^2,Cell,1,TVC,2,
1451.5,um^2,Cell,1,TVC,3,
3517.01,um^2,Cell,1,ATM,4,
4233.95,um^2,Cell,1,ATM,5,
