
Cell Distance to Image Border XYZ Img=1
 ==================== 
Cell Distance to Image Border XYZ,Unit,Category,Image,Time,Default Labels,ID,
1.27173,um,Cell,Image 1,1,TVC,0,
2.54346,um,Cell,Image 1,1,TVC,1,
5.51083,um,Cell,Image 1,1,TVC,2,
6.35864,um,Cell,Image 1,1,ATM,3,
3.39128,um,Cell,Image 1,1,ATM,4,
