
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.300985,,Cell,1,TVC,0,
0.32259,,Cell,1,TVC,4,
0.313435,,Cell,1,TVC,6,
0.485388,,Cell,1,TVC,7,
0.50148,,Cell,1,ATM,8,
0.520223,,Cell,1,ATM,10,
