
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
24.2831,um,Surface,1,TVCgroup,0,
44.3977,um,Surface,1,ATMgroup,4,
