
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.421767,,Cell,1,TVC,0,
0.564679,,Cell,1,TVC,1,
0.405978,,Cell,1,TVC,2,
0.275315,,Cell,1,TVC,3,
0.321349,,Cell,1,TVC,9,
0.604736,,Cell,1,TVC,10,
