
Nucleus Area
 ==================== 
Nucleus Area,Unit,Category,Time,Default Labels,CellID,ID,
395.443,um^2,Nucleus,1,TVC,0,100000000,
130.318,um^2,Nucleus,1,TVC,1,100000001,
516.523,um^2,Nucleus,1,TVC,2,100000002,
91.5932,um^2,Nucleus,1,TVC,3,100000003,
121.213,um^2,Nucleus,1,TVC,9,100000009,
90.5568,um^2,Nucleus,1,TVC,10,100000010,
