
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.167915,,Cell,1,ATM,0,
0.395907,,Cell,1,TVC,2,
0.369392,,Cell,1,TVC,3,
0.419241,,Cell,1,TVC,4,
0.460579,,Cell,1,TVC,5,
0.31315,,Cell,1,TVC,6,
0.410849,,Cell,1,TVC,7,
