
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
55.4531,62.2812,24.1357,um,Surface,BoundingBoxAA Length,1,ATM,4,
34.4062,33.2578,38.1091,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
