
Nucleus Ellipsoid Axis Length B
 ==================== 
Nucleus Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,CellID,ID,
5.07857,um,Nucleus,1,ATM,2,100000002,
4.64427,um,Nucleus,1,ATM,3,100000003,
3.465,um,Nucleus,1,TVC,8,100000008,
2.4828,um,Nucleus,1,TVC,9,100000009,
3.0017,um,Nucleus,1,TVC,10,100000010,
2.31205,um,Nucleus,1,TVC,11,100000011,
