
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
17.2852,24.9219,79.9453,um,Surface,BoundingBoxOO Length,1,ATMgroup,2,
15.856,24.0781,35.0234,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
