
Nucleus Ellipticity (oblate)
 ==================== 
Nucleus Ellipticity (oblate),Unit,Category,Time,Default Labels,CellID,ID,
0.278842,,Nucleus,1,TVC,2,100000002,
0.515863,,Nucleus,1,TVC,4,100000004,
0.474679,,Nucleus,1,ATM,7,100000007,
0.390919,,Nucleus,1,ATM,8,100000008,
0.393433,,Nucleus,1,ATM,9,100000009,
