
Nucleus Ellipsoid Axis Length B
 ==================== 
Nucleus Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,CellID,ID,
5.90938,um,Nucleus,1,ATM,0,100000000,
5.23366,um,Nucleus,1,ATM,1,100000001,
2.83003,um,Nucleus,1,TVC,2,100000002,
3.58416,um,Nucleus,1,TVC,3,100000003,
2.96838,um,Nucleus,1,TVC,4,100000004,
3.64327,um,Nucleus,1,TVC,5,100000005,
