
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.660221,,Cell,1,ATM,3,
0.440773,,Cell,1,ATM,4,
0.30665,,Cell,1,TVC,5,
0.46394,,Cell,1,TVC,6,
0.234497,,Cell,1,TVC,7,
0.232459,,Cell,1,TVC,8,
