
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
16.2436,um,Surface,1,TVCgroup,0,
62.8076,um,Surface,1,ATMgroup,4,
