
Nucleus Ellipticity (oblate)
 ==================== 
Nucleus Ellipticity (oblate),Unit,Category,Time,Default Labels,CellID,ID,
0.294628,,Nucleus,1,TVC,1,100000000,
0.242853,,Nucleus,1,TVC,3,100000002,
0.2574,,Nucleus,1,TVC,6,100000005,
0.380433,,Nucleus,1,TVC,8,100000007,
0.607609,,Nucleus,1,ATM,11,100000010,
0.56945,,Nucleus,1,ATM,12,100000011,
