
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.342802,0.765767,0.544139,um,Surface,Ellipsoid Axis A,1,ATMgroup,1,
-0.409937,0.866106,-0.286029,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
