
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.534744,,Cell,1,ATM,3,
0.854512,,Cell,1,ATM,7,
0.402735,,Cell,1,TVC,8,
0.324785,,Cell,1,TVC,9,
0.448553,,Cell,1,TVC,11,
0.315038,,Cell,1,TVC,12,
