
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.778894,-0.627075,0.0100809,um,Surface,Ellipsoid Axis C,1,ATMgroup,4,
-0.468145,0.881804,-0.0571201,um,Surface,Ellipsoid Axis C,1,TVCgroup,0,
