
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.784279,-0.619774,-0.0280621,um,Surface,Ellipsoid Axis C,1,ATMgroup,3,
0.613208,0.707064,0.352187,um,Surface,Ellipsoid Axis C,1,TVCgroup,0,
