
Nucleus Ellipticity (oblate)
 ==================== 
Nucleus Ellipticity (oblate),Unit,Category,Time,Default Labels,CellID,ID,
0.243463,,Nucleus,1,TVC,1,100000000,
0.399834,,Nucleus,1,TVC,2,100000002,
0.558546,,Nucleus,1,TVC,3,100000003,
0.279324,,Nucleus,1,TVC,6,100000006,
0.530633,,Nucleus,1,ATM,8,100000008,
0.317932,,Nucleus,1,ATM,9,100000009,
