
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
18.9921,um,Surface,1,TVCgroup,0,
59.3123,um,Surface,1,ATMgroup,2,
