
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
6.48573,um,Cell,1,TVC,4,
10.5158,um,Cell,1,TVC,5,
10.7832,um,Cell,1,TVC,6,
10.1523,um,Cell,1,ATM,9,
11.2168,um,Cell,1,ATM,10,
