
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
77.7699,31.6172,-6.14127,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
63.5526,116.527,-40.5502,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
