
Nucleus Ellipsoid Axis Length C
 ==================== 
Nucleus Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,CellID,ID,
7.45508,um,Nucleus,1,ATM,0,100000000,
8.11924,um,Nucleus,1,ATM,1,100000001,
3.24916,um,Nucleus,1,TVC,2,100000002,
4.72327,um,Nucleus,1,TVC,3,100000003,
3.31633,um,Nucleus,1,TVC,4,100000004,
3.36958,um,Nucleus,1,TVC,5,100000005,
