
Cell Center of Image Mass Ch=1 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
44572.3,58600.8,220.097,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,10,
44541.7,58597.3,228.67,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,11,
44501.6,58555.9,192.169,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,1,
44497.7,58566,194.889,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,2,
44506.2,58565.3,197.277,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,3,
44503.3,58573.7,202.289,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,6,
