
Nucleus Relative To Cell Position
 ==================== 
Nucleus Relative To Cell Position X,Nucleus Relative To Cell Position Y,Nucleus Relative To Cell Position Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
7.72656,-7.04688,-2.04472,um,Nucleus,Nucleus Relative To Cell Position,1,ATM,2,100000001,
-4.52344,4.61719,-1.1002,um,Nucleus,Nucleus Relative To Cell Position,1,ATM,3,100000002,
-1.45313,-0.398438,1.19963,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,4,100000003,
-1.01172,-1.89063,-0.77523,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,8,100000007,
-1.09766,0.578125,-1.32182,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,11,100000010,
0.480469,-0.703125,-2.7094,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,12,100000011,
