
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
4.84137,um,Cell,1,ATM,2,
5.58583,um,Cell,1,ATM,3,
6.72573,um,Cell,1,TVC,4,
5.12689,um,Cell,1,TVC,8,
5.40656,um,Cell,1,TVC,11,
5.04617,um,Cell,1,TVC,12,
