
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
32086.1,76027.9,100.768,um,Surface,Position,1,ATMgroup,2,
32073.6,76053.3,68.6627,um,Surface,Position,1,TVCgroup,0,
