
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
15.4956,um,Surface,1,TVCgroup,0,
9.51004,um,Surface,1,ATMgroup,4,
