
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
902.201,um^3,Cell,1,TVC,4,
989.4,um^3,Cell,1,TVC,5,
1965.84,um^3,Cell,1,TVC,6,
2462.77,um^3,Cell,1,TVC,7,
7217.61,um^3,Cell,1,ATM,10,
8355.49,um^3,Cell,1,ATM,11,
