
Nucleus Relative To Cell Position
 ==================== 
Nucleus Relative To Cell Position X,Nucleus Relative To Cell Position Y,Nucleus Relative To Cell Position Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
0.0742188,0.234375,-2.45161,um,Nucleus,Nucleus Relative To Cell Position,1,ATM,6,100000006,
1.20313,0.769531,-1.83492,um,Nucleus,Nucleus Relative To Cell Position,1,ATM,7,100000007,
2.42969,1.23047,-1.85472,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,0,100000000,
1.63281,0.242188,-0.755203,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,1,100000001,
0.316406,-0.328125,-1.21059,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,3,100000003,
2.21094,-0.5,-1.96128,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,5,100000005,
