
Cell Distance to Image Border XYZ Img=1
 ==================== 
Cell Distance to Image Border XYZ,Unit,Category,Image,Time,Default Labels,ID,
5.51078,um,Cell,Image 1,1,TVC,0,
5.51078,um,Cell,Image 1,1,TVC,1,
5.51078,um,Cell,Image 1,1,TVC,3,
8.90203,um,Cell,Image 1,1,TVC,5,
7.63032,um,Cell,Image 1,1,ATM,6,
0,um,Cell,Image 1,1,ATM,7,
