
Cell Nucleus to Cytoplasm Volume Ratio
 ==================== 
Cell Nucleus to Cytoplasm Volume Ratio,Unit,Category,Time,Default Labels,ID,
0.105729,,Cell,1,TVC,5,
0.101717,,Cell,1,TVC,6,
0.0751157,,Cell,1,TVC,7,
0.068563,,Cell,1,ATM,10,
0.0698331,,Cell,1,ATM,11,
0.0688133,,Cell,1,TVC,12,
