
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
2524.62,um^2,Cell,1,ATM,0,
1187.26,um^2,Cell,1,TVC,2,
2365.17,um^2,Cell,1,TVC,3,
1189.91,um^2,Cell,1,TVC,4,
874.614,um^2,Cell,1,TVC,5,
867.418,um^2,Cell,1,TVC,7,
