
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
43409.4,71477.7,122.683,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
43342,71509.1,107.122,um,Surface,Center of Homogeneous Mass,1,TVCgroup,2,
