
Cell Cytoplasm Volume
 ==================== 
Cell Cytoplasm Volume,Unit,Category,Time,Default Labels,ID,
3381.4,um^3,Cell,1,ATM,1,
4262.26,um^3,Cell,1,ATM,2,
1404.02,um^3,Cell,1,TVC,4,
2128.96,um^3,Cell,1,TVC,5,
844.71,um^3,Cell,1,TVC,6,
1108.37,um^3,Cell,1,TVC,9,
